HGNC,Gene,Disease,MONDO,GCEP,CDWG
HGNC:18620,COG4,COG4-congenital disorder of glycosylation,MONDO:0013281,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:18620,COD1,COG4-congenital disorder of glycosylation,MONDO:0013281,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:18620,DKFZP586E1519,COG4-congenital disorder of glycosylation,MONDO:0013281,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:14857,COG5,COG5-congenital disorder of glycosylation,MONDO:0013325,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:14857,GOLTC1,COG5-congenital disorder of glycosylation,MONDO:0013325,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:14857,GTC90,COG5-congenital disorder of glycosylation,MONDO:0013325,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:18621,COG6,COG6-congenital disorder of glycosylation,MONDO:0013810,Prenatal,Other
HGNC:18621,COD2,COG6-congenital disorder of glycosylation,MONDO:0013810,Prenatal,Other
HGNC:18621,KIAA1134,COG6-congenital disorder of glycosylation,MONDO:0013810,Prenatal,Other
HGNC:18622,COG7,COG7-congenital disorder of glycosylation,MONDO:0012118,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:18622,,COG7-congenital disorder of glycosylation,MONDO:0012118,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:2185,COL10A1,Schmid metaphyseal chondrodysplasia,MONDO:0007983,Skeletal Disorders,Skeletal Disorders
HGNC:2185,,Schmid metaphyseal chondrodysplasia,MONDO:0007983,Skeletal Disorders,Skeletal Disorders
HGNC:2186,COL11A1,autosomal dominant nonsyndromic hearing loss,MONDO:0019587,Hearing Loss,Hearing Loss
HGNC:2186,CO11A1,autosomal dominant nonsyndromic hearing loss,MONDO:0019587,Hearing Loss,Hearing Loss
HGNC:2186,COLL6,autosomal dominant nonsyndromic hearing loss,MONDO:0019587,Hearing Loss,Hearing Loss
HGNC:2186,DFNA37,autosomal dominant nonsyndromic hearing loss,MONDO:0019587,Hearing Loss,Hearing Loss
HGNC:2186,STL2,autosomal dominant nonsyndromic hearing loss,MONDO:0019587,Hearing Loss,Hearing Loss
HGNC:2187,COL11A2,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,DFNA13,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,DFNB53,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,HKE5,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,COL11A2,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,DFNA13,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,DFNB53,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,HKE5,otospondylomegaepiphyseal dysplasia,MONDO:0008975,Hearing Loss,Hearing Loss
HGNC:2187,COL11A2,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,DFNA13,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,DFNB53,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,HKE5,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,COL11A2,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,DFNA13,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,DFNB53,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2187,HKE5,nonsyndromic genetic hearing loss,MONDO:0019497,Hearing Loss,Hearing Loss
HGNC:2195,COL18A1,Knobloch syndrome 1,MONDO:0800167,Brain Malformations,Neurodevelopmental Disorders
HGNC:2195,GLCC,Knobloch syndrome 1,MONDO:0800167,Brain Malformations,Neurodevelopmental Disorders
HGNC:2195,KNO,Knobloch syndrome 1,MONDO:0800167,Brain Malformations,Neurodevelopmental Disorders
HGNC:2195,KNO1,Knobloch syndrome 1,MONDO:0800167,Brain Malformations,Neurodevelopmental Disorders
HGNC:2195,KS,Knobloch syndrome 1,MONDO:0800167,Brain Malformations,Neurodevelopmental Disorders
HGNC:2197,COL1A1,osteogenesis imperfecta,MONDO:0019019,Skeletal Disorders,Skeletal Disorders
HGNC:2197,OI4,osteogenesis imperfecta,MONDO:0019019,Skeletal Disorders,Skeletal Disorders
HGNC:2197,COL1A1,COL1A1-related Ehlers-Danlos syndrome,MONDO:0100599,Skeletal Disorders,Skeletal Disorders
HGNC:2197,OI4,COL1A1-related Ehlers-Danlos syndrome,MONDO:0100599,Skeletal Disorders,Skeletal Disorders
HGNC:2197,COL1A1,Caffey disease,MONDO:0007244,Skeletal Disorders,Skeletal Disorders
HGNC:2197,OI4,Caffey disease,MONDO:0007244,Skeletal Disorders,Skeletal Disorders
HGNC:2198,COL1A2,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:2198,OI4,congenital heart disease,MONDO:0005453,Congenital Heart Disease,Cardiovascular
HGNC:2198,COL1A2,COL1A2-related Ehlers-Danlos syndrome,MONDO:0100606,Skeletal Disorders,Skeletal Disorders
HGNC:2198,OI4,COL1A2-related Ehlers-Danlos syndrome,MONDO:0100606,Skeletal Disorders,Skeletal Disorders
HGNC:2198,COL1A2,COL1A2-related osteogenesis imperfecta,MONDO:0100596,Skeletal Disorders,Skeletal Disorders
HGNC:2198,OI4,COL1A2-related osteogenesis imperfecta,MONDO:0100596,Skeletal Disorders,Skeletal Disorders
HGNC:2198,COL1A2,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO:0009159,Skeletal Disorders,Skeletal Disorders
HGNC:2198,OI4,"Ehlers-Danlos syndrome, cardiac valvular type",MONDO:0009159,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,"spondyloepiphyseal dysplasia, Stanescu type",MONDO:0014701,General,Other
HGNC:2200,AOM,"spondyloepiphyseal dysplasia, Stanescu type",MONDO:0014701,General,Other
HGNC:2200,SEDC,"spondyloepiphyseal dysplasia, Stanescu type",MONDO:0014701,General,Other
HGNC:2200,STL1,"spondyloepiphyseal dysplasia, Stanescu type",MONDO:0014701,General,Other
HGNC:2200,COL2A1,Kniest dysplasia,MONDO:0007987,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,Kniest dysplasia,MONDO:0007987,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,Kniest dysplasia,MONDO:0007987,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,Kniest dysplasia,MONDO:0007987,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,"platyspondylic dysplasia, Torrance type",MONDO:0007895,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,"platyspondylic dysplasia, Torrance type",MONDO:0007895,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,"platyspondylic dysplasia, Torrance type",MONDO:0007895,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,"platyspondylic dysplasia, Torrance type",MONDO:0007895,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,dysplasia of the proximal femoral epiphyses,MONDO:1030002,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,dysplasia of the proximal femoral epiphyses,MONDO:1030002,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,dysplasia of the proximal femoral epiphyses,MONDO:1030002,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,dysplasia of the proximal femoral epiphyses,MONDO:1030002,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,COL2A1-related spondyloepiphyseal dysplasia,MONDO:0100602,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,COL2A1-related spondyloepiphyseal dysplasia,MONDO:0100602,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,COL2A1-related spondyloepiphyseal dysplasia,MONDO:0100602,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,COL2A1-related spondyloepiphyseal dysplasia,MONDO:0100602,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,achondrogenesis type II,MONDO:0008702,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,achondrogenesis type II,MONDO:0008702,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,achondrogenesis type II,MONDO:0008702,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,achondrogenesis type II,MONDO:0008702,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,Stickler syndrome type 1,MONDO:0007160,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,Stickler syndrome type 1,MONDO:0007160,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,Stickler syndrome type 1,MONDO:0007160,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,Stickler syndrome type 1,MONDO:0007160,Skeletal Disorders,Skeletal Disorders
HGNC:2200,COL2A1,spondyloperipheral dysplasia,MONDO:0010078,Skeletal Disorders,Skeletal Disorders
HGNC:2200,AOM,spondyloperipheral dysplasia,MONDO:0010078,Skeletal Disorders,Skeletal Disorders
HGNC:2200,SEDC,spondyloperipheral dysplasia,MONDO:0010078,Skeletal Disorders,Skeletal Disorders
HGNC:2200,STL1,spondyloperipheral dysplasia,MONDO:0010078,Skeletal Disorders,Skeletal Disorders
HGNC:2201,COL3A1,"Ehlers-Danlos syndrome, vascular type",MONDO:0017314,General,Other
HGNC:2201,EDS4A,"Ehlers-Danlos syndrome, vascular type",MONDO:0017314,General,Other
HGNC:2204,COL4A3,Alport syndrome,MONDO:0018965,Glomerulopathy,Kidney Disease
HGNC:2204,,Alport syndrome,MONDO:0018965,Glomerulopathy,Kidney Disease
HGNC:2206,COL4A4,Alport syndrome,MONDO:0018965,Glomerulopathy,Kidney Disease
HGNC:2206,CA44,Alport syndrome,MONDO:0018965,Glomerulopathy,Kidney Disease
HGNC:2207,COL4A5,Alport syndrome,MONDO:0018965,Hearing Loss,Hearing Loss
HGNC:2207,ASLN,Alport syndrome,MONDO:0018965,Hearing Loss,Hearing Loss
HGNC:2207,ATS,Alport syndrome,MONDO:0018965,Hearing Loss,Hearing Loss
HGNC:2208,COL4A6,"hearing loss, X-linked 6",MONDO:0010484,Hearing Loss,Hearing Loss
HGNC:2208,,"hearing loss, X-linked 6",MONDO:0010484,Hearing Loss,Hearing Loss
HGNC:2209,COL5A1,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,General,Other
HGNC:2209,,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,General,Other
HGNC:2210,COL5A2,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,General,Other
HGNC:2210,,"Ehlers-Danlos syndrome, classic type",MONDO:0007522,General,Other
HGNC:2211,COL6A1,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2211,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2211,COL6A1,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2211,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2212,COL6A2,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2212,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2212,COL6A2,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2212,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2213,COL6A3,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2213,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2213,COL6A3,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2213,,collagen 6-related myopathy,MONDO:0100225,Congenital Myopathies,Neurological Disorders
HGNC:2213,COL6A3,dystonia 27,MONDO:0014627,Congenital Myopathies,Neurological Disorders
HGNC:2213,,dystonia 27,MONDO:0014627,Congenital Myopathies,Neurological Disorders
HGNC:2214,COL7A1,recessive dystrophic epidermolysis bullosa,MONDO:0009179,Hereditary Cancer,Hereditary Cancer
HGNC:2214,EBD1,recessive dystrophic epidermolysis bullosa,MONDO:0009179,Hereditary Cancer,Hereditary Cancer
HGNC:2214,EBDCT,recessive dystrophic epidermolysis bullosa,MONDO:0009179,Hereditary Cancer,Hereditary Cancer
HGNC:2214,EBR1,recessive dystrophic epidermolysis bullosa,MONDO:0009179,Hereditary Cancer,Hereditary Cancer
HGNC:2217,COL9A1,Stickler syndrome,MONDO:0019354,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:2217,,Stickler syndrome,MONDO:0019354,Heritable Thoracic Aortic Aneurysm and Dissection,Cardiovascular
HGNC:2217,COL9A1,"Stickler syndrome, type 4",MONDO:0013590,Hearing Loss,Hearing Loss
HGNC:2217,,"Stickler syndrome, type 4",MONDO:0013590,Hearing Loss,Hearing Loss
HGNC:2218,COL9A2,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2218,EDM2,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2218,MED,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,COL9A3,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,DJ885L7.4.1,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,EDM3,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,FLJ90759,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,IDD,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:2219,MED,Stickler syndrome,MONDO:0019354,Hearing Loss,Hearing Loss
HGNC:26182,COLGALT1,brain small vessel disease 3,MONDO:0100105,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:26182,FLJ22329,brain small vessel disease 3,MONDO:0100105,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:26182,GLT25D1,brain small vessel disease 3,MONDO:0100105,Congenital Disorders of Glycosylation,Inborn Errors of Metabolism
HGNC:2227,COMP,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,EDM1,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,EPD1,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,MED,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,PSACH,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,THBS5,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,TSP-5,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2227,TSP5,COMP-related skeletal dysplasia,MONDO:0100593,Skeletal Disorders,Skeletal Disorders
HGNC:2236,COPG1,non-severe combined immunodeficiency due to COPG1 deficiency,MONDO:0800136,SCID-CID,Immunology
HGNC:2236,COPG,non-severe combined immunodeficiency due to COPG1 deficiency,MONDO:0800136,SCID-CID,Immunology
HGNC:25223,COQ2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25223,CL640,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25223,FLJ26072,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19693,COQ4,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19693,CGI-92,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:28722,COQ5,mitochondrial disease,MONDO:0044970,Cerebellar Ataxia,Neurological Disorders
HGNC:28722,MGC4767,mitochondrial disease,MONDO:0044970,Cerebellar Ataxia,Neurological Disorders
HGNC:20233,COQ6,primary coenzyme Q10 deficiency 8,MONDO:0014754,Glomerulopathy,Kidney Disease
HGNC:20233,CGI-10,primary coenzyme Q10 deficiency 8,MONDO:0014754,Glomerulopathy,Kidney Disease
HGNC:19041,COQ8B,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19041,ADCK4,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19041,COQ8,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:19041,FLJ12229,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,COQ9,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,C16ORF49,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,DKFZP434K046,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,COQ9,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,C16ORF49,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:25302,DKFZP434K046,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2252,CORO1A,severe combined immunodeficiency due to CORO1A deficiency,MONDO:0014168,SCID-CID,Immunology
HGNC:2252,CORONIN-1,severe combined immunodeficiency due to CORO1A deficiency,MONDO:0014168,SCID-CID,Immunology
HGNC:2252,HCORO1,severe combined immunodeficiency due to CORO1A deficiency,MONDO:0014168,SCID-CID,Immunology
HGNC:2252,P57,severe combined immunodeficiency due to CORO1A deficiency,MONDO:0014168,SCID-CID,Immunology
HGNC:2260,COX10,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2260,,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2260,COX10,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2260,,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:28216,COX14,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:28216,C12ORF62,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:28216,MGC14288,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2263,COX15,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2263,CEMCOX2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2263,COX15,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2263,CEMCOX2,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:26970,COX20,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:26970,FAM36A,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:26970,FLJ43269,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4I1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4-1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COXIV,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COXIV-1,Leigh syndrome,MONDO:0009723,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4I1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COX4-1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COXIV,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2265,COXIV-1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,COX4I2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,COX4-2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,COX4B,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,COX4L2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,COXIV-2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:16232,DJ857M17.2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2277,COX6A1,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2277,COX6A,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2277,COX6AL,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2279,COX6A2,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
HGNC:2279,COX6AH,mitochondrial disease,MONDO:0044970,Mitochondrial Diseases,Inborn Errors of Metabolism
